Reservoir,Site,DateTime,Depth_m,TLi_mgL,SLi_mgL,TNa_mgL,SNa_mgL,TMg_mgL,SMg_mgL,TAl_mgL,SAl_mgL,TSi_mgL,SSi_mgL,TK_mgL,SK_mgL,TCa_mgL,SCa_mgL,TFe_mgL,SFe_mgL,TMn_mgL,SMn_mgL,TCu_mgL,SCu_mgL,TSr_mgL,SSr_mgL,TBa_mgL,SBa_mgL,Flag_DateTime,Flag_TLi_mgL,Flag_SLi_mgL,Flag_TNa_mgL,Flag_SNa_mgL,Flag_TMg_mgL,Flag_SMg_mgL,Flag_TAl_mgL,Flag_SAl_mgL,Flag_TSi_mgL,Flag_SSi_mgL,Flag_TK_mgL,Flag_SK_mgL,Flag_TCa_mgL,Flag_SCa_mgL,Flag_TFe_mgL,Flag_SFe_mgL,Flag_TMn_mgL,Flag_SMn_mgL,Flag_TCu_mgL,Flag_SCu_mgL,Flag_TSr_mgL,Flag_SSr_mgL,Flag_TBa_mgL,Flag_SBa_mgL
FCR,50,2024-03-25 10:20:00,9,5e-4,5e-4,3.0237,3.4307,1.0233,1.0465,0.0192,0.0058,6.2205,6.191,1.0963,1.1041,2.2601,2.3443,0.3933,0.0706,0.0901,0.0182,0.0027,0.0015,0.0146,0.0152,0.0184,0.0165,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,100,2024-03-25 10:50:00,0.1,5e-4,5e-4,3.0316,3.3711,0.7651,0.7852,0.0464,0.0195,9.772,9.8856,0.8207,0.84,1.9457,1.9977,0.0366,0.01,0.0064,0.0035,0.001,0.001,0.0127,0.0129,0.0171,0.0145,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0
FCR,50,2024-04-01 10:10:00,0.1,5e-4,5e-4,3.0437,3.4507,1.0224,1.0344,0.01,0.0043,5.9397,5.8101,1.0497,1.4108,2.3276,2.4307,0.1713,0.0381,0.0296,0.0082,0.0018,0.0028,0.0149,0.0153,0.017,0.0167,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-01 10:18:00,1.6,5e-4,5e-4,2.9972,3.3824,1.0075,1.0368,0.0089,0.0023,5.8246,5.8433,1.0498,1.014,2.3273,2.3932,0.175,0.0374,0.0306,0.002,0.0018,0.0012,0.0148,0.0148,0.0169,0.0133,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-01 10:25:00,3.8,5e-4,5e-4,3.594,3.1951,1.0905,1.0782,0.0041,0.001,6.0757,6.6486,0.9529,1.1253,2.7772,2.4605,0.0652,0.01,0.0107,1e-4,0.0015,0.001,0.0155,0.0155,0.0187,0.0152,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
FCR,50,2024-04-01 10:30:00,5,5e-4,5e-4,3.0538,3.4539,1.0413,1.0886,0.0344,0.001,6.3837,6.5439,1.0791,1.1711,2.3773,2.5291,0.7107,0.0196,0.1551,0.0639,0.0035,0.001,0.0153,0.0162,0.0212,0.018,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-04-01 10:47:00,6.2,5e-4,5e-4,3.0046,3.2862,1.0131,1.0296,0.0115,0.0026,6.0936,6.1876,1.0483,1.0962,2.3245,2.3891,0.3142,0.0717,0.0794,0.0099,0.0024,0.0015,0.0151,0.0152,0.0186,0.0172,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-01 10:50:00,8,5e-4,5e-4,2.9749,3.2525,1.0201,1.0247,0.0143,0.0033,6.1309,6.1132,1.0629,1.0857,2.3593,2.352,0.373,0.0752,0.101,0.0172,0.0026,0.0015,0.015,0.0152,0.0191,0.0188,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-01 11:00:00,9,5e-4,5e-4,2.9736,3.2806,1.0107,1.0187,0.0174,0.0025,6.1596,6.1176,1.0578,1.0719,2.3501,2.3921,0.4382,0.0793,0.1173,0.0318,0.0027,0.0015,0.015,0.0153,0.0196,0.0163,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-04-01 11:30:00,0.1,5e-4,5e-4,2.2207,2.7344,0.7608,0.7567,0.0624,0.0199,5.4415,5.3815,1.4146,1.2532,1.7053,1.735,0.4613,0.2552,0.0465,0.003,0.001,0.001,0.0122,0.0114,0.0463,0.0146,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,100,2024-04-01 11:35:00,0.1,6e-4,6e-4,3.4183,3.7945,0.8406,0.8535,0.035,0.0077,10.3158,10.3762,1.0602,1.0196,2.2895,2.3602,0.0414,0.01,0.0099,0.006,0.001,0.001,0.0149,0.0151,0.0178,0.0146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0
BVR,50,2024-04-01 11:44:00,3,5e-4,5e-4,2.1987,2.7022,0.7559,0.7659,0.0578,0.0184,5.4425,5.4161,1.3329,4.31,1.6785,1.7287,0.4819,0.2497,0.0438,0.0022,0.001,0.001,0.0116,0.0115,0.0219,0.0144,0,3,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-04-01 11:53:00,6,5e-4,5e-4,2.1945,2.4703,0.7589,0.7621,0.059,0.0168,5.4208,5.4498,1.3609,6.1011,1.696,1.7095,0.5018,0.2322,0.0532,0.0017,0.001,0.001,0.0116,0.0117,0.0223,0.0208,0,3,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-04-01 12:05:00,9,5e-4,5e-4,2.215,2.5889,0.7678,0.7789,0.0575,0.0172,5.562,5.4502,1.351,9.3696,1.7081,1.7934,0.5884,0.27,0.1047,0.0498,0.001,0.001,0.0119,0.012,0.024,0.0211,0,3,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,0,0,0,0
FCR,100,2024-04-08 09:57:00,0.1,5e-4,5e-4,3.0936,3.3922,0.7997,0.8113,0.0581,0.0241,9.6316,9.6383,0.8701,0.8678,2.1605,2.1821,0.0507,0.01,0.0094,0.005,0.001,0.001,0.0139,0.0139,0.016,0.0141,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0
FCR,50,2024-04-08 11:20:00,0.1,5e-4,5e-4,2.9895,3.4445,1.0023,1.0052,0.0137,0.0026,6.0253,6.0109,1.0063,1.0038,2.3088,2.3653,0.1847,0.0213,0.0245,0.0017,0.0017,0.0012,0.0149,0.0149,0.0168,0.0134,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-08 11:25:00,1.6,5e-4,5e-4,2.9611,3.1315,0.9893,1.006,0.0136,0.0181,5.9546,6.0093,0.9921,1.0614,2.2911,2.3571,0.1785,0.0201,0.0241,0.0026,0.0016,0.0012,0.0148,0.015,0.0169,0.0148,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-08 11:30:00,3.8,5e-4,5e-4,2.9964,3.3264,1.0002,1.0168,0.0298,0.0148,6.2143,6.189,1.0207,1.0298,2.3281,2.372,0.2071,0.0233,0.0325,0.0011,0.0017,0.001,0.015,0.015,0.0176,0.015,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-04-08 11:39:00,5,5e-4,5e-4,2.9906,3.3612,0.9992,1.0099,0.0264,0.0166,6.2746,6.2043,1.014,0.9779,2.3168,2.3843,0.2444,0.0298,0.05,0.0021,0.0019,0.0013,0.0149,0.0151,0.018,0.0147,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-08 12:00:00,6.2,5e-4,5e-4,2.9858,3.2557,1.0046,1.0171,0.0249,0.018,6.2056,6.2304,1.021,1.0259,2.338,2.3608,0.2803,0.0346,0.0772,0.0056,0.0021,0.0012,0.0151,0.0151,0.0186,0.0156,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-08 12:06:00,8,5e-4,5e-4,3.0468,3.3318,1.0366,1.0331,0.0249,0.0123,6.291,6.2936,1.0574,1.0764,2.3757,2.4262,0.3677,0.0485,0.1334,0.0231,0.0025,0.0015,0.0154,0.0154,0.0202,0.0167,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-08 12:16:00,9,5e-4,5e-4,2.9957,3.2886,1.0206,1.0215,0.0227,0.0168,6.2732,6.1475,1.05,1.064,2.3748,2.42,0.369,0.0477,0.136,0.0235,0.0026,0.0015,0.0154,0.0156,0.0203,0.017,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-15 09:40:00,0.1,5e-4,5e-4,2.9422,3.209,0.9813,0.9778,0.0271,0.0126,6.2408,6.278,0.9537,0.9567,2.2594,2.2865,0.1663,0.0282,0.0186,0.0019,0.0014,0.001,0.0145,0.0145,0.0173,0.0135,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-04-15 09:47:00,1.6,5e-4,5e-4,2.9604,3.2798,0.9849,1.0003,0.0282,0.0175,6.3638,6.3173,0.9658,0.9515,2.2701,2.3092,0.161,0.0288,0.019,0.0019,0.0014,0.001,0.0149,0.0147,0.0172,0.0135,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-04-15 09:53:00,3.8,5e-4,5e-4,2.9871,3.212,0.9856,0.9921,0.0304,0.0187,6.3107,6.2822,0.9722,0.9703,2.2734,2.3008,0.1724,0.0233,0.0238,0.0011,0.0016,0.0011,0.0147,0.0147,0.0182,0.0147,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-15 10:00:00,5,5e-4,5e-4,2.9567,3.3474,0.9791,0.9831,0.0254,0.0165,6.2008,6.3039,0.9722,0.9438,2.297,2.3297,0.1977,0.0185,0.0399,0.001,0.0018,0.0012,0.0149,0.0147,0.0185,0.0138,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-15 10:07:00,6.2,5e-4,5e-4,2.9817,3.3167,1.0059,1.0161,0.0286,0.0154,6.4421,6.405,1.0132,1.0038,2.3087,2.4205,0.3058,0.0247,0.1037,0.0208,0.0022,0.0014,0.0152,0.0153,0.0209,0.017,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-15 10:13:00,8,5e-4,5e-4,2.9566,3.1933,1.0173,1.0225,0.0212,0.0158,6.3797,6.3925,1.0316,1.053,2.4045,2.4435,0.336,0.0312,0.1357,0.0351,0.0023,0.0015,0.0155,0.0158,0.0211,0.0201,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-15 10:20:00,9,5e-4,5e-4,2.9487,3.2263,1.0065,1.0328,0.0207,0.0135,6.4286,6.4089,1.0199,1.0362,2.3782,2.5086,0.3685,0.0351,0.1555,0.0377,0.0024,0.0015,0.0155,0.0156,0.0218,0.0181,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-04-15 10:30:00,0.1,5e-4,5e-4,2.1263,2.5352,0.7386,0.7518,0.0713,0.0262,5.3067,5.4017,1.2878,1.3338,1.6662,1.6937,0.4517,0.1903,0.0767,0.05,0.001,0.001,0.0115,0.0115,0.0233,0.0168,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-04-15 10:42:00,3,5e-4,5e-4,2.1523,2.7043,0.7404,0.7549,0.0729,0.0253,5.4067,5.4024,1.2761,1.3758,1.6481,1.717,0.4536,0.1889,0.0767,0.0435,0.001,0.001,0.0116,0.0114,0.0231,0.0165,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,100,2024-04-15 10:52:00,0.1,6e-4,6e-4,3.0546,3.346,0.8028,0.8127,0.0628,0.0229,9.4342,9.4825,0.9306,0.9302,2.2142,2.2644,0.0607,0.01,0.011,0.0047,0.001,0.001,0.0147,0.0147,0.0181,0.0156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0
BVR,50,2024-04-15 10:55:00,6,5e-4,5e-4,2.1545,2.6337,0.7512,0.7607,0.0694,0.0221,5.4006,5.4266,1.3128,1.3336,1.6827,1.7255,0.4984,0.1966,0.1009,0.0493,0.0013,0.001,0.0117,0.0115,0.0256,0.0172,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
BVR,50,2024-04-15 11:02:00,9,5e-4,5e-4,2.1556,2.8413,0.7506,0.7745,0.0644,0.024,5.3834,5.4449,1.309,1.1751,1.6856,1.8103,0.7569,0.2997,0.126,0.081,0.001,0.001,0.0118,0.0117,0.0259,0.0166,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,1,2024-04-15 11:49:00,0.1,5e-4,5e-4,2.9942,3.7877,1.3159,1.3349,0.0363,0.0177,6.5744,6.552,1.0257,0.8785,3.7455,3.7245,0.1918,0.0277,0.0237,0.0077,0.0016,0.001,0.0193,0.0194,0.0184,0.0148,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,100,2024-04-22 09:50:00,0.1,6e-4,6e-4,3.4664,3.2329,0.9124,0.8426,0.0055,0.0188,10.6861,10.1763,0.9498,0.9022,2.4054,2.2954,0.01,0.01,1e-4,0.005,0.001,0.001,0.0159,0.0152,0.0154,0.0174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,0
FCR,50,2024-04-22 11:50:00,0.1,5e-4,5e-4,3.0593,3.0721,1.0055,1.0066,0.0329,0.0252,6.7535,6.6197,1.0183,1.0301,2.3542,2.3679,0.1842,0.0362,0.0225,0.0035,0.0023,0.0016,0.0151,0.0152,0.0181,0.0184,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,1,2024-04-22 12:00:00,0.1,6e-4,5e-4,3.0794,3.3289,1.6767,1.6174,0.1229,0.0169,6.9099,6.8379,1.1,1.0476,4.9164,4.8422,0.6484,0.052,0.0828,0.0171,0.0032,0.0011,0.0238,0.0233,0.0368,0.0189,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-22 12:06:00,1.6,5e-4,5e-4,3.0074,3.0372,1.0043,0.9945,0.0202,0.0171,6.8636,6.7835,0.9386,0.9448,2.3477,2.3121,0.1603,0.0367,0.0206,0.0031,0.0013,0.001,0.0152,0.015,0.0174,0.0166,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-04-22 12:15:00,3.8,5e-4,5e-4,3.0358,3.0411,1.015,0.9931,0.0234,0.0173,6.5352,6.4785,1.046,1.0023,2.3583,2.3129,0.1212,0.01,0.0202,0.0011,0.0024,0.0011,0.0152,0.0151,0.0202,0.0199,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
FCR,50,2024-04-22 12:23:00,5,5e-4,5e-4,2.9866,2.997,1.0211,1.0247,0.0195,0.0197,6.7177,6.7028,1.0243,1.0259,2.4151,2.4407,0.3888,0.0218,0.1361,0.0354,0.0022,0.0014,0.0157,0.0158,0.0233,0.0214,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-22 12:34:00,6.2,5e-4,5e-4,3.0404,2.9992,1.041,1.0243,0.0247,0.0133,6.8673,6.6796,1.081,1.0248,2.473,2.4019,0.6123,0.051,0.2027,0.0759,0.0026,0.0014,0.016,0.0156,0.0243,0.0224,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-22 12:43:00,8,5e-4,5e-4,2.9892,3.0773,1.0368,1.0474,0.0176,0.0235,6.8371,6.8669,1.0381,1.0575,2.4613,2.4837,0.5852,0.0432,0.2407,0.0984,0.0023,0.0015,0.016,0.016,0.0248,0.0234,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-22 12:52:00,9,5e-4,5e-4,3.0061,3.0011,1.0353,1.0345,0.0224,0.0161,6.7626,6.8115,1.0421,1.0382,2.4576,2.457,0.6032,0.0448,0.2535,0.1031,0.0024,0.0014,0.016,0.0163,0.0254,0.0236,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-29 09:50:00,0.1,5e-4,5e-4,3.0412,3.4875,1.0206,1.039,0.0215,0.0171,6.9333,6.8717,0.9174,0.8611,2.3509,2.4251,0.1933,0.0721,0.0137,0.0024,0.0013,0.001,0.0153,0.0156,0.0172,0.013,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-04-29 09:57:00,1.6,5e-4,5e-4,3.0363,3.4398,1.0116,1.0317,0.0177,0.0181,6.8988,6.9611,0.9202,0.9116,2.3672,2.4227,0.1823,0.0681,0.0136,0.0021,0.0013,0.001,0.0154,0.0155,0.017,0.0135,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-04-29 10:05:00,3.8,5e-4,5e-4,2.9802,3.3801,0.9978,1.018,0.0244,0.0153,6.8261,6.789,0.9641,0.9223,2.3301,2.4144,0.1726,0.046,0.0177,0.0013,0.0018,0.001,0.0153,0.0153,0.0197,0.015,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-04-29 10:09:00,5,5e-4,5e-4,2.9927,3.5144,1.0212,1.0286,0.021,0.0145,6.6599,6.8381,1.0259,0.9084,2.406,2.453,0.2738,0.0337,0.0723,0.0064,0.0022,0.0013,0.0157,0.0155,0.0252,0.0166,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-29 10:12:00,6.2,5e-4,5e-4,2.971,3.2844,1.0385,1.0422,0.0243,0.0147,6.9912,6.7101,1.0346,1.0449,2.4855,2.4912,0.6505,0.0478,0.2493,0.1402,0.0023,0.0014,0.0161,0.0162,0.0285,0.0238,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-29 10:18:00,8,5e-4,5e-4,3.0279,3.3277,1.0441,1.0432,0.0226,0.016,7.0608,6.9842,1.0492,1.0359,2.5094,2.5297,0.6922,0.0549,0.2772,0.1483,0.0024,0.0013,0.0163,0.0163,0.0289,0.0241,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-29 10:24:00,9,5e-4,5e-4,3.0095,3.3468,1.042,1.0561,0.0185,0.0173,6.8826,6.8742,1.0475,1.0394,2.4954,2.5843,0.7208,0.0576,0.2997,0.1661,0.0023,0.0014,0.0164,0.0164,0.0288,0.0246,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-04-29 10:28:00,0.1,5e-4,5e-4,2.232,3.1687,0.7908,0.788,0.0546,0.0244,5.7711,5.7117000000000004,1.3177,1.72,1.7769,1.8144,0.3932,0.1181,0.0739,0.0022,0.001,0.001,0.0122,0.0115,0.0246,0.011,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-04-29 10:40:00,3,5e-4,5e-4,2.1542,3.0467,0.7587,0.7797,0.0421,0.0237,5.5454,5.6757,1.2823,1.2596,1.7151,1.7938,0.3613,0.1123,0.0846,0.0014,0.001,0.001,0.0119,0.0118,0.0218,0.0116,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,100,2024-04-29 10:53:00,0.1,7e-4,7e-4,3.5005,3.7742,0.9363,0.9354,0.0897,0.0209,10.8155,10.7926,1.0878,1.0912,2.6446,2.6391,0.1212,0.01,0.0222,0.0086,0.001,0.001,0.0176,0.0172,0.0219,0.0181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0
BVR,50,2024-04-29 10:56:00,6,5e-4,5e-4,2.1793,2.5496,0.7623,0.7745,0.0294,0.0203,5.5617,5.536,1.3465,1.3532,1.7522,1.7943,0.372,0.11,0.1177,0.0227,0.001,0.001,0.0121,0.0121,0.0248,0.018,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-04-29 11:08:00,9,5e-4,5e-4,2.1698,2.5636,0.786,0.8111,0.0263,0.0219,5.6362,5.713,1.3815,1.4382,1.8303,1.8838,1.8837,0.8387,0.4716,0.5118,0.001,0.001,0.013,0.0131,0.0466,0.0388,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,1,2024-04-29 12:00:00,0.1,5e-4,5e-4,3.1023,3.1181,1.9301,1.9213,0.0817,0.0186,6.9153,6.8146,1.1486,1.1573,6.0704,6.1845,0.5558,0.2073,0.0634,0.0253,0.0027,0.0015,0.0265,0.0271,0.025,0.0237,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,100,2024-05-06 10:00:00,0.1,7e-4,7e-4,3.6407,4.4484,0.9951,1.0254,0.0694,0.0187,11.3092,11.3383,1.1997,1.1567,2.6727,2.7652,0.0919,0.01,0.0193,0.0071,0.001,0.001,0.0174,0.0175,0.0199,0.0155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0
BVR,50,2024-05-06 10:16:00,0.1,5e-4,5e-4,2.2938,2.8315,0.7902,0.7759,0.0417,0.02,5.7317,5.5933,1.3745,1.2658,1.6887,1.6443,0.3249,0.1316,0.0528,0.0026,0.001,0.001,0.0116,0.0109,0.0194,0.0087,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-05-06 10:32:00,3,5e-4,5e-4,2.2265,3.1015,0.786,0.8041,0.028,0.0149,5.497,5.5891,1.3387,1.2132,1.7196,1.7773,0.2445,0.0762,0.0544,0.0016,0.001,0.001,0.0119,0.0116,0.0206,0.0111,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-05-06 10:44:00,6,5e-4,5e-4,2.2332,2.6259,0.7905,0.8054,0.0217,0.0204,5.4907,5.5111,1.3826,1.4271,1.7046,1.7542,0.3008,0.0786,0.1294,0.0379,0.001,0.001,0.0119,0.012,0.0242,0.0185,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-05-06 10:50:00,0.1,5e-4,5e-4,3.1058,3.3593,1.0491,1.0565,0.0152,0.015,7.1822,7.061,0.9594,0.9991,2.3322,2.4104,0.2704,0.0727,0.0196,0.0038,0.0012,0.0015,0.0151,0.0154,0.016,0.0165,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-05-06 11:00:00,9,5e-4,5e-4,2.2211,2.5724,0.8085,0.8186,0.0235,0.0178,5.6133,5.6242,1.4355,1.4554,1.794,1.8351,2.0356,1.4109,0.6397,0.5886,0.001,0.001,0.0125,0.0127,0.0419,0.036,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-05-06 11:00:00,1.6,5e-4,5e-4,3.1321,3.354,1.0536,1.0486,0.019,0.0154,7.1466,7.1086,0.9713,0.994,2.3193,2.3545,0.2257,0.0675,0.0185,0.0025,0.0015,0.0012,0.0153,0.0149,0.0163,0.014,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-05-06 11:04:00,3.8,5e-4,5e-4,3.111,3.3796,1.0356,1.0305,0.0186,0.0249,7.0241,6.9155,0.9965,1.0549,2.3095,2.3129,0.1958,0.0503,0.0185,0.0023,0.0018,0.0022,0.0149,0.0147,0.0174,0.0161,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-05-06 11:10:00,5,5e-4,5e-4,3.0944,3.2568,1.0531,1.0643,0.0276,0.0163,7.0849,7.1292,1.1146,1.1057,2.412,2.4437,0.617,0.0805,0.2377,0.1433,0.0031,0.0014,0.0157,0.0158,0.0273,0.0247,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-05-06 11:18:00,6.2,5e-4,5e-4,3.2495,3.2555,1.1416,1.055,0.001,0.0145,7.4956,7.0554,1.1624,1.1075,2.5788,2.424,0.01,0.0362,5e-4,0.1866,0.001,0.0013,0.0167,0.016,0.0193,0.0257,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
FCR,50,2024-05-06 11:25:00,8,5e-4,5e-4,3.0407,3.318,1.0536,1.0809,0.0179,0.0132,7.1405,7.1968,1.0843,1.1246,2.4253,2.477,0.7714,0.0444,0.3081,0.2196,0.0022,0.0014,0.0157,0.0161,0.0287,0.0272,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-05-06 11:33:00,9,5e-4,5e-4,3.0195,3.3379,1.052,1.0627,0.0201,0.0247,7.1394,7.0812,1.0876,1.156,2.4394,2.4832,0.8854,0.0724,0.3561,0.2376,0.0023,0.0019,0.0158,0.016,0.03,0.0282,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,1,2024-05-06 12:00:00,0.1,5e-4,5e-4,3.1759,3.4989,1.8485,1.8449,0.0658,0.0151,7.4118,7.3779,1.1223,1.1527,5.7072,5.8705,0.3929,0.046,0.0581,0.0226,0.0023,0.0011,0.0237,0.0239,0.02,0.0179,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,100,2024-05-13 10:12:00,0.1,5e-4,5e-4,3.5971,3.6482,1.4011,1.4094,0.1151,0.0249,11.6699,11.6846,0.9216,0.9303,3.1214,3.119,2.8458,1.4515,0.1036,0.0903,0.001,0.001,0.0201,0.0198,0.0263,0.025,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
